image_name,insect_group,split,total length,head width,head length,inter ocular distance,right antenna length,left antenna length,thorax width,thorax length,abdomen width,abdomen length,intertegular distance,left hind wing length,right hind wing length,left hind wing width,right hind wing width,left fore wing length,right fore wing length,left fore wing width,right fore wing width,left hind leg length,left hind leg femur length,left hind leg tibia length,left hind leg tarsus length,right hind leg length,right hind leg femur length,right hind leg tibia length,right hind leg tarsus length
IMG_0249_specimen_2_MECDIS_NEON.BET.D20.003108.png,coleoptera,train,303.82,60.27,45.99,40.06,118.34,105.84,79.65,67.36,112.76,190.47,52.93,,,,,181.76,183.33,74.26,46.96,,,,,,,,
IMG_0249_specimen_4_MECDIS_NEON.BET.D20.003139.png,coleoptera,train,289.0,61.28,55.83,42.45,67.53,99.55,80.99,65.01,117.53,168.17,42.03,,,,,169.88,169.13,68.58,47.92,,,,,,,,
IMG_0250_specimen_1_MECDIS_NEON.BET.D20.003140.png,coleoptera,train,347.37,69.68,65.89,49.15,140.49,,94.38,75.22,150.84,206.26,57.04,,,,,204.94,205.32,78.68,70.64,,,,,,,,
IMG_0250_specimen_2_MECDIS_NEON.BET.D20.003149.png,coleoptera,train,286.53,60.18,51.56,40.23,123.1,107.52,81.29,63.69,107.75,171.28,43.87,,,,,164.11,166.24,67.56,46.68,,,,,,,,
IMG_0250_specimen_3_MECDIS_NEON.BET.D20.003151.png,coleoptera,train,280.98,63.01,41.72,43.11,121.51,109.77,80.94,65.49,119.75,173.76,45.27,,,,,172.6,173.71,71.09,46.21,,,,,,,,
IMG_0250_specimen_4_MECDIS_NEON.BET.D20.003161.png,coleoptera,train,264.0,58.27,44.5,41.05,103.85,103.12,79.67,61.11,112.27,158.39,37.34,,,,,151.77,157.4,69.59,42.48,,,,,,,,
IMG_0251_specimen_2_MECDIS_NEON.BET.D20.003195.png,coleoptera,train,312.67,64.01,50.47,46.6,23.02,53.05,88.43,70.35,129.92,191.86,62.8,,,,,183.41,182.48,77.8,51.27,,,,,,,,
IMG_0251_specimen_3_MECDIS_NEON.BET.D20.003196.png,coleoptera,train,286.72,58.29,54.47,38.99,114.48,98.15,75.19,68.34,109.47,163.91,48.71,,,,,160.95,161.96,71.91,49.25,,,,,,,,
IMG_0252_specimen_1_MECDIS_NEON.BET.D20.003205.png,coleoptera,train,292.8,62.99,46.08,41.45,120.92,91.99,84.28,64.37,127.13,182.35,45.97,,,,,182.88,179.23,74.77,52.78,,,,,,,,
IMG_0252_specimen_3_MECDIS_NEON.BET.D20.003225.png,coleoptera,train,304.12,64.03,54.8,43.01,,,88.14,60.25,128.63,189.07,52.77,,,,,182.47,183.49,61.46,66.89,,,,,,,,
IMG_0252_specimen_4_MECDIS_NEON.BET.D20.003228.png,coleoptera,train,304.15,63.81,45.11,46.25,122.08,107.01,90.67,67.25,133.32,191.79,44.98,,,,,188.47,191.85,76.22,56.79,,,,,,,,
IMG_0254_specimen_1_MECDIS_NEON.BET.D20.003256.png,coleoptera,train,287.53,64.18,40.33,44.93,112.26,105.38,89.0,63.15,112.92,184.05,35.62,,,,,177.43,182.39,75.29,46.92,,,53.3,33.72,,,62.07,60.94
IMG_0254_specimen_3_MECDIS_NEON.BET.D20.003278.png,coleoptera,train,264.51,60.55,32.86,42.88,,124.92,86.78,64.33,102.37,167.32,45.2,,,,,161.85,166.26,64.04,63.0,,,,,,,,
IMG_0255_specimen_2_MECGAG_NEON.BET.D20.003130.png,coleoptera,train,411.68,84.2,67.15,53.23,201.16,189.94,107.74,94.81,165.93,249.71,182.82,,,,,249.88,122.48,97.27,,,,,,,,,
IMG_0255_specimen_3_MECGAG_NEON.BET.D20.003162.png,coleoptera,train,416.92,87.45,62.85,58.56,,163.33,112.12,97.52,169.69,256.54,70.78,,,,,259.91,257.23,105.96,71.89,,,,,,,,
IMG_0256_specimen_2_MECKAR_NEON.BET.D20.003088.png,coleoptera,train,488.92,97.23,55.11,66.94,186.9,192.61,134.06,102.47,208.02,331.34,79.39,,,,,321.07,315.54,129.14,79.3,,,,,,,,
IMG_0256_specimen_3_MECKAR_NEON.BET.D20.003089.png,coleoptera,train,515.66,99.55,78.56,67.24,209.15,202.99,138.6,110.91,216.25,326.19,79.93,,,,,321.53,321.63,97.11,119.36,,,117.81,58.37,,,,
IMG_0257_specimen_1_MECKAR_NEON.BET.D20.003103.png,coleoptera,train,532.66,104.93,74.33,71.33,182.27,212.32,143.0,121.83,225.89,336.5,103.73,,,,,344.49,346.14,131.79,92.63,,,,,,,,
IMG_0257_specimen_2_MECKAR_NEON.BET.D20.003223.png,coleoptera,train,401.47,91.25,63.87,60.07,193.12,188.84,125.65,100.06,189.34,237.53,86.0,,,,,280.33,286.18,98.86,85.23,,,106.18,81.11,,,,
IMG_0258_specimen_1_MECKON_NEON.BET.D20.003082.png,coleoptera,train,368.81,74.01,44.54,47.33,161.65,112.99,99.11,88.07,157.98,236.2,55.2,,,,,228.08,228.25,92.22,66.57,,,,,,,,
IMG_0258_specimen_2_MECKON_NEON.BET.D20.003091.png,coleoptera,train,297.53,69.77,12.79,50.82,,129.13,94.41,65.89,139.79,218.86,58.77,,,,,198.16,198.65,78.62,58.76,,,,,,,,
IMG_0258_specimen_4_MECKON_NEON.BET.D20.003093.png,coleoptera,train,283.41,68.79,38.61,48.81,117.07,124.09,90.09,72.52,177.45,172.28,51.21,,,,,184.89,171.18,77.28,72.65,,,,,,,,
IMG_0259_specimen_2_MECKON_NEON.BET.D20.003104.png,coleoptera,train,333.0,77.84,40.15,56.76,85.0,54.76,105.75,82.43,127.97,210.42,70.27,,,,,208.81,209.82,84.76,64.47,,,,,,,,
IMG_0259_specimen_3_MECKON_NEON.BET.D20.003109.png,coleoptera,train,359.32,72.29,51.83,52.14,128.52,136.77,95.65,81.71,150.83,225.78,51.84,,,,,218.72,220.91,84.67,69.57,,,,,,,,55.35
IMG_0259_specimen_4_MECKON_NEON.BET.D20.003110.png,coleoptera,train,376.89,77.72,63.07,56.91,154.29,127.88,104.17,89.55,172.57,224.28,66.47,,,,,226.87,219.66,90.41,82.55,,,,,,,,
IMG_0260_specimen_1_MECKON_NEON.BET.D20.003113.png,coleoptera,train,345.81,72.06,60.44,50.74,111.26,115.49,90.68,85.0,137.53,200.37,56.79,,,,,208.92,211.19,77.26,64.33,,,,,,,,
IMG_0260_specimen_2_MECKON_NEON.BET.D20.003116.png,coleoptera,train,389.22,80.18,55.93,57.54,,,104.03,86.92,170.55,246.37,64.96,,,,,240.74,244.91,89.21,80.46,,,97.53,60.09,,,,
IMG_0260_specimen_4_MECKON_NEON.BET.D20.003141.png,coleoptera,train,315.78,71.58,25.51,52.88,,120.18,92.42,79.6,132.61,210.68,53.28,,,,,213.75,209.68,79.43,65.51,,,,,,,,
IMG_0261_specimen_2_MECKON_NEON.BET.D20.003144.png,coleoptera,train,349.06,66.43,43.23,39.41,121.72,104.18,89.31,84.9,124.59,220.93,43.21,,,,,203.68,203.31,80.15,58.78,,,78.0,33.18,,,,
IMG_0261_specimen_3_MECKON_NEON.BET.D20.003166.png,coleoptera,train,365.51,75.48,51.45,56.31,,121.7,95.26,87.8,138.11,226.26,50.51,,,,,218.55,215.96,87.01,69.44,,,,,,,,
IMG_0261_specimen_4_MECKON_NEON.BET.D20.003174.png,coleoptera,train,358.32,71.18,58.13,48.97,133.78,126.34,92.48,80.96,131.4,219.23,50.69,,,,,212.21,215.23,91.64,59.76,,,,,,,,
IMG_0262_specimen_1_MECKON_NEON.BET.D20.003177.png,coleoptera,train,322.52,51.04,43.52,,,88.1,92.91,71.07,141.43,207.92,41.75,,,,,198.44,199.81,75.18,67.35,,,57.96,22.2,,,,
IMG_0262_specimen_2_MECKON_NEON.BET.D20.003178.png,coleoptera,train,332.0,64.11,54.12,,109.28,102.72,78.72,73.61,116.0,204.28,38.61,,,,,190.48,188.96,76.22,59.57,,,,,,,,
IMG_0262_specimen_3_MECKON_NEON.BET.D20.003188.png,coleoptera,train,346.98,68.85,66.41,49.17,,135.73,90.79,66.98,140.47,213.59,47.13,,,,,192.8,194.91,79.61,77.47,,,,,,,,
IMG_0262_specimen_4_MECKON_NEON.BET.D20.003268.png,coleoptera,train,411.62,81.92,76.6,54.31,112.28,119.49,110.93,92.37,168.74,242.65,72.82,,,,,240.72,238.92,94.27,76.82,,18.64,,,,,,
IMG_0263_specimen_2_MECKON_NEON.BET.D20.003211.png,coleoptera,train,330.51,66.5,59.78,45.75,111.93,92.12,87.88,60.19,105.16,210.53,61.43,,,,,189.03,192.78,79.0,57.87,,,,,,13.76,,
IMG_0263_specimen_3_MECKON_NEON.BET.D20.003216.png,coleoptera,train,315.23,61.73,69.91,41.17,135.57,140.75,87.23,67.86,123.19,177.45,59.0,,,,,174.93,174.79,73.46,61.36,,17.16,,,,,,
IMG_0263_specimen_4_MECKON_NEON.BET.D20.003221.png,coleoptera,train,362.5,70.63,59.46,51.72,137.59,,92.15,75.64,135.49,227.4,48.46,,,,,201.79,199.44,78.14,72.61,,25.97,,,,33.88,,
IMG_0264_specimen_1_MECKON_NEON.BET.D20.003224.png,coleoptera,train,383.25,73.16,65.17,49.25,169.09,149.54,98.66,71.06,163.25,247.02,63.37,,,,,228.26,232.43,92.81,72.31,,25.54,,,,17.71,,
IMG_0264_specimen_2_MECKON_NEON.BET.D20.003255.png,coleoptera,train,357.23,75.45,63.95,54.62,120.08,118.32,99.1,75.54,143.64,217.74,66.18,,,,,200.56,200.83,86.92,64.09,,13.61,,,,,,
IMG_0264_specimen_3_MECKON_NEON.BET.D20.003257.png,coleoptera,train,330.86,71.0,35.46,,,94.86,98.97,73.46,134.93,221.94,51.33,,,,,202.55,203.48,82.53,65.17,,,,,,,,
IMG_0264_specimen_4_MECKON_NEON.BET.D20.003277.png,coleoptera,train,325.26,66.68,69.18,49.33,121.63,124.64,87.43,71.87,128.16,184.21,49.03,,,,,175.97,172.23,81.15,60.86,,,66.9,25.26,,,,
IMG_0265_specimen_1_MECNIT_NEON.BET.D20.003199.png,coleoptera,train,348.73,64.1,59.48,41.97,,109.83,76.87,75.79,96.8,213.46,34.95,,,,,204.64,205.22,80.0,40.83,,,37.46,21.44,,,,
IMG_0266_specimen_1_MECRUF_NEON.BET.D20.003083.png,coleoptera,train,363.1,75.57,40.34,48.87,142.02,87.69,95.11,75.41,138.67,247.35,50.78,,,,,208.09,209.47,84.52,65.68,,,,,,,,
IMG_0266_specimen_3_MECRUF_NEON.BET.D20.003094.png,coleoptera,train,372.55,72.94,70.31,50.65,110.41,109.21,98.93,72.92,143.58,229.32,51.05,,,,,212.74,213.21,87.99,60.48,,27.87,,,,,,
IMG_0266_specimen_4_MECRUF_NEON.BET.D20.003095.png,coleoptera,train,366.04,74.04,29.09,53.2,147.92,126.32,100.77,80.23,140.56,256.73,60.49,,,,,237.11,239.38,87.72,71.55,,,84.19,52.35,,,,
IMG_0267_specimen_1_MECRUF_NEON.BET.D20.003096.png,coleoptera,train,384.98,75.71,51.75,56.23,,140.37,98.94,81.01,139.69,252.21,51.03,,,,,226.39,227.99,90.13,63.43,,33.02,,,,,,
IMG_0267_specimen_2_MECRUF_NEON.BET.D20.003097.png,coleoptera,train,371.56,70.69,78.1,45.73,150.99,101.78,97.55,75.46,124.23,218.0,59.48,,,,,221.99,223.68,92.71,59.87,,,,,,,,
IMG_0268_specimen_1_MECRUF_NEON.BET.D20.003107.png,coleoptera,train,336.37,73.78,42.16,54.49,145.12,125.21,94.01,67.72,127.25,226.49,55.59,,,,,213.52,215.24,84.52,64.91,,,,,,,,
IMG_0268_specimen_3_MECRUF_NEON.BET.D20.003112.png,coleoptera,train,382.69,74.29,66.59,52.03,125.48,142.82,98.37,73.43,134.58,242.67,52.72,,,,,219.35,216.74,81.29,69.22,,,70.94,25.71,,,,
IMG_0268_specimen_4_MECRUF_NEON.BET.D20.003122.png,coleoptera,train,373.7,71.75,66.62,52.96,77.56,80.33,96.75,71.44,121.11,235.64,59.52,,,,,216.87,219.68,84.3,65.29,,,,,,,,
IMG_0269_specimen_1_MECRUF_NEON.BET.D20.003123.png,coleoptera,train,351.21,70.22,51.65,51.33,,,93.07,72.63,128.86,226.93,55.52,,,,,215.53,213.63,83.2,70.49,,,,,,,,
IMG_0269_specimen_2_MECRUF_NEON.BET.D20.003146.png,coleoptera,train,367.74,75.14,73.68,48.48,114.0,128.65,95.96,77.57,137.58,216.49,53.39,,,,,217.16,218.7,81.79,65.68,,,,,,,,
IMG_0269_specimen_3_MECRUF_NEON.BET.D20.003160.png,coleoptera,train,358.4,74.12,57.77,50.24,165.45,150.6,100.39,80.65,132.71,219.98,64.22,,,,,217.99,219.97,87.81,69.28,,,,,,,,
IMG_0269_specimen_4_MECRUF_NEON.BET.D20.003186.png,coleoptera,train,381.94,73.62,73.45,54.08,142.49,143.72,98.27,81.3,149.94,227.2,55.41,,,,,218.42,218.15,88.68,62.82,,,,,,,,
IMG_0270_specimen_2_MECRUF_NEON.BET.D20.003191.png,coleoptera,train,358.94,70.82,68.94,44.04,131.02,108.41,91.73,71.43,133.44,218.57,54.02,,,,,204.56,205.01,83.34,69.82,,,,,,,,
IMG_0270_specimen_3_MECRUF_NEON.BET.D20.003193.png,coleoptera,train,359.24,74.47,57.25,52.97,129.78,,100.56,79.58,140.28,222.4,51.75,,,,,210.04,208.42,79.84,73.27,,,,,,,,
IMG_0270_specimen_4_MECRUF_NEON.BET.D20.003194.png,coleoptera,train,363.4,72.89,53.65,47.96,,,93.38,69.23,145.24,240.52,55.35,,,,,208.34,207.81,79.24,75.87,,,,,,,,
IMG_0271_specimen_1_MECRUF_NEON.BET.D20.003209.png,coleoptera,train,369.33,70.2,65.52,46.63,101.7,106.12,87.31,74.27,139.46,229.54,49.68,,,,,209.18,208.81,84.36,69.28,,,,,,,,
IMG_0271_specimen_3_MECRUF_NEON.BET.D20.003245.png,coleoptera,train,337.99,69.35,50.48,44.86,144.01,102.2,90.19,79.06,122.14,208.44,46.2,,,,,200.8,204.83,78.04,64.34,,,,,,,86.29,52.02
IMG_0271_specimen_4_MECRUF_NEON.BET.D20.003254.png,coleoptera,train,393.68,78.16,75.91,54.42,101.73,114.41,96.74,74.47,159.27,243.29,61.19,,,,,213.51,213.02,77.1,64.03,,,,,,,,
IMG_0272_specimen_1_MECRUF_NEON.BET.D20.003270.png,coleoptera,train,390.73,71.66,72.89,48.81,156.4,129.34,91.48,83.65,142.28,234.19,54.9,,,,,229.46,231.57,76.71,71.9,,,,,,,,
IMG_0272_specimen_2_MECRUF_NEON.BET.D20.003271.png,coleoptera,train,341.68,71.31,58.69,47.12,,127.32,88.11,67.49,123.69,215.5,45.73,,,,,201.13,202.78,78.62,65.12,,,,,,,,
IMG_0273_specimen_1_TREOBT_NEON.BET.D20.003152.png,coleoptera,train,300.0,56.02,53.1,37.92,83.36,125.27,72.37,58.22,117.1,188.68,43.48,,,,,178.07,176.21,66.93,48.31,,,,,,,,
IMG_0273_specimen_2_TREOBT_NEON.BET.D20.003056.png,coleoptera,train,304.82,64.63,45.96,42.44,135.85,,89.39,57.96,128.56,200.9,49.55,,,,,184.74,183.21,65.1,60.95,,,,,,,,
IMG_0273_specimen_3_TREOBT_NEON.BET.D20.003058.png,coleoptera,train,327.92,66.57,55.36,43.85,147.79,141.74,94.6,68.34,108.67,204.22,48.22,,,,,191.69,188.61,66.62,50.11,,,,,,27.43,,
IMG_0273_specimen_4_TREOBT_NEON.BET.D20.003059.png,coleoptera,train,306.45,61.36,45.38,43.66,149.35,121.18,80.91,65.59,93.53,195.48,43.09,,,,,184.18,188.17,72.36,38.57,,,,,,,,
IMG_0274_specimen_2_TREOBT_NEON.BET.D20.003261.png,coleoptera,train,300.38,64.63,48.54,46.11,,123.68,89.29,57.37,109.98,194.48,56.75,,,,,185.03,184.16,68.15,63.03,,,,,,,,
IMG_0274_specimen_4_TREOBT_NEON.BET.D20.003169.png,coleoptera,train,289.53,61.69,43.76,42.02,129.93,118.65,84.58,56.45,110.1,189.32,43.86,,,,,172.88,174.01,64.42,58.43,,,,,,,,
IMG_0275_specimen_1_TREOBT_NEON.BET.D20.003170.png,coleoptera,train,288.36,61.89,37.65,44.87,,84.77,80.97,56.4,109.17,194.32,44.52,,,,,175.98,174.21,58.74,49.14,,,61.25,23.0,,,,
IMG_0275_specimen_2_TREOBT_NEON.BET.D20.003275.png,coleoptera,train,313.87,63.61,39.13,42.83,142.34,114.49,89.64,68.87,117.84,205.87,50.3,,,,,190.83,192.05,72.4,55.52,,,,,,,,
IMG_0275_specimen_3_TREOBT_NEON.BET.D20.003282.png,coleoptera,train,281.79,56.4,53.63,35.05,115.22,120.5,80.95,54.78,106.22,173.38,52.82,,,,,172.47,171.08,61.17,58.28,,,,,,,,
IMG_0275_specimen_4_TREOBT_NEON.BET.D20.003283.png,coleoptera,train,286.82,60.99,41.34,40.59,113.71,107.45,79.59,56.61,120.76,188.87,42.41,,,,,164.13,172.33,59.11,39.77,,,,,,,,
IMG_0276_specimen_1_TREOBT_NEON.BET.D20.003286.png,coleoptera,train,323.67,64.9,46.98,45.02,,,86.76,64.25,114.44,212.44,53.49,,,,,181.36,180.48,66.38,57.98,,,,43.36,,,72.21,38.15
IMG_0276_specimen_2_TREOBT_NEON.BET.D20.003290.png,coleoptera,train,285.25,58.68,44.03,41.79,124.23,132.64,81.6,50.02,89.05,191.2,45.01,,,,,175.72,175.06,64.55,51.01,,,,,,,,
IMG_0276_specimen_3_TREOBT_NEON.BET.D20.003291.png,coleoptera,train,296.72,62.71,47.22,44.78,141.32,124.23,86.86,59.12,105.85,190.38,63.65,,,,,173.96,184.09,65.89,58.39,,,,,,,,
IMG_0276_specimen_4_TREOBT_NEON.BET.D20.003293.png,coleoptera,train,297.69,58.54,45.95,36.36,125.66,,72.81,58.73,95.75,193.0,61.43,,,,,169.66,174.36,64.32,52.91,,,,,,,,
IMG_0277_specimen_1_TREOBT_NEON.BET.D20.003294.png,coleoptera,train,305.41,60.11,40.86,44.92,127.06,132.94,84.47,60.5,109.87,204.04,59.62,,,,,183.23,184.0,62.25,55.18,,,,,,,,
IMG_0277_specimen_3_TREOBT_NEON.BET.D20.003299.png,coleoptera,train,308.26,64.51,51.37,41.89,142.02,112.79,86.48,61.39,110.56,195.5,52.54,,,,,188.59,187.43,77.18,45.94,,,,,,,,
IMG_0279_specimen_2_MECKON_NEON.BET.D20.001601.png,coleoptera,train,298.14,60.19,27.09,45.44,101.38,143.58,88.44,69.81,135.89,201.24,43.59,,,,,196.29,197.2,76.99,53.15,,,,,,,,
IMG_0280_specimen_1_MECKON_NEON.BET.D20.001604.png,coleoptera,train,329.5,70.47,49.02,47.92,132.51,128.61,92.83,77.23,134.25,203.24,58.98,,,,,193.09,193.43,76.7,66.57,,,,,,,,
IMG_0280_specimen_2_MECKON_NEON.BET.D20.001605.png,coleoptera,train,311.94,69.84,34.6,52.32,127.78,146.48,99.25,71.5,106.54,205.84,66.88,,,,,197.83,196.2,76.25,72.49,,,,,,,,
IMG_0280_specimen_3_MECKON_NEON.BET.D20.001607.png,coleoptera,train,375.34,68.83,64.47,46.83,119.23,103.54,98.08,82.23,132.64,228.63,56.82,,,,,212.21,212.87,84.99,62.71,,,,,,,,
IMG_0280_specimen_4_MECKON_NEON.BET.D20.001610.png,coleoptera,train,342.0,62.13,58.08,41.18,116.58,62.72,85.01,73.41,124.42,210.51,53.06,,,,,192.17,195.08,69.17,71.62,,,,,,,,
IMG_0281_specimen_1_MECKON_NEON.BET.D20.001634.png,coleoptera,train,341.61,69.1,56.94,46.12,139.34,97.49,94.91,73.41,133.09,211.25,54.34,,,,,198.54,201.8,83.32,48.68,,,,,,,,
IMG_0281_specimen_2_MECKON_NEON.BET.D20.001614.png,coleoptera,train,324.28,67.4,62.12,48.8,121.39,122.21,89.01,66.54,125.54,195.63,61.52,,,,,170.56,170.66,76.48,64.31,,,,,,,,
IMG_0281_specimen_3_MECKON_NEON.BET.D20.001615.png,coleoptera,train,359.5,75.79,55.71,51.78,144.11,,97.62,76.49,152.53,227.3,59.96,,,,,200.42,197.67,62.29,83.16,,,,,,,,
IMG_0281_specimen_4_MECKON_NEON.BET.D20.001616.png,coleoptera,train,327.79,70.15,47.37,50.23,126.69,118.18,92.84,72.19,136.42,208.24,52.36,,,,,194.83,201.12,81.93,60.7,,,72.35,23.76,,,77.0,41.84
IMG_0282_specimen_1_MECKON_NEON.BET.D20.001617.png,coleoptera,train,287.71,66.47,15.5,,74.49,133.91,92.47,62.46,109.02,209.76,64.16,,,,,196.88,195.13,64.67,58.62,,,,,,,,
IMG_0282_specimen_2_MECKON_NEON.BET.D20.001630.png,coleoptera,train,299.84,63.54,37.79,44.15,135.12,115.32,86.03,72.31,124.99,189.73,53.1,,,,,187.24,186.09,75.27,63.94,,,,,,,,
IMG_0282_specimen_3_MECKON_NEON.BET.D20.001631.png,coleoptera,train,334.35,70.43,62.24,44.86,146.68,118.19,97.56,77.74,110.64,194.37,65.24,,,,,198.63,196.62,79.55,70.09,,,,,,,,
IMG_0282_specimen_4_MECKON_NEON.BET.D20.001632.png,coleoptera,train,334.57,62.32,53.84,42.07,,90.49,83.78,72.04,110.89,208.69,43.39,,,,,188.4,189.9,78.9,35.34,,,,,,,,
IMG_0283_specimen_2_MECKON_NEON.BET.D20.001635.png,coleoptera,train,324.94,71.64,42.41,49.51,,119.79,94.4,78.12,139.82,204.4,52.66,,,,,201.08,201.64,75.29,63.98,,,,,,,,
IMG_0284_specimen_1_MECKON_NEON.BET.D20.001643.png,coleoptera,train,337.15,72.95,60.52,47.38,66.79,147.13,97.01,79.19,116.27,197.44,52.16,,,,,190.76,188.22,75.52,65.27,,,,,,,,
IMG_0284_specimen_2_MECKON_NEON.BET.D20.001656.png,coleoptera,train,340.6,68.31,51.17,43.99,89.73,119.49,91.62,65.26,130.42,224.17,53.54,,,,,192.71,192.0,75.51,52.69,,,77.25,38.14,,,,
IMG_0284_specimen_3_MECKON_NEON.BET.D20.001657.png,coleoptera,train,291.03,67.44,37.78,46.24,58.97,30.57,88.23,66.51,112.26,186.73,50.7,,,,,176.48,176.2,71.49,60.89,,,,,,,,
IMG_0284_specimen_4_MECKON_NEON.BET.D20.001658.png,coleoptera,train,321.77,69.38,45.41,49.98,107.83,118.65,94.89,70.65,132.19,205.72,56.3,,,,,185.16,186.64,72.93,58.42,,,,,,,,
IMG_0285_specimen_2_MECKON_NEON.BET.D20.001664.png,coleoptera,train,323.95,67.93,47.16,49.63,,115.29,95.62,73.96,133.35,202.84,56.15,,,,,180.86,183.86,76.52,70.75,,,,,,,78.72,38.65
IMG_0285_specimen_3_MECKON_NEON.BET.D20.001665.png,coleoptera,train,334.46,66.4,41.74,42.84,135.41,110.96,89.29,68.2,137.97,224.52,38.4,,,,,202.91,199.92,78.39,58.57,,,,,,,68.16,49.56
IMG_0285_specimen_4_MECKON_NEON.BET.D20.001666.png,coleoptera,train,316.35,66.36,38.46,49.02,119.68,,89.08,70.0,130.12,207.89,29.89,,,,,191.82,194.61,59.06,74.28,,,,,,,59.97,12.1
IMG_0286_specimen_1_MECKON_NEON.BET.D20.001667.png,coleoptera,train,321.44,68.65,40.97,46.99,133.39,63.39,91.44,74.58,146.79,205.89,46.66,,,,,194.83,197.73,68.63,70.85,,,,,,21.8,,
IMG_0286_specimen_2_MECKON_NEON.BET.D20.001668.png,coleoptera,train,,32.31,37.08,,,134.13,61.14,,133.14,,55.06,,,,,181.26,188.55,49.69,83.45,,,,,,,,
IMG_0286_specimen_3_MECKON_NEON.BET.D20.001669.png,coleoptera,train,332.62,71.53,65.84,49.47,101.13,89.93,100.48,78.78,150.45,188.0,59.0,,,,,186.73,177.76,69.92,69.0,,,,,,,,
IMG_0286_specimen_4_MECKON_NEON.BET.D20.001677.png,coleoptera,train,297.23,66.55,30.09,47.5,122.57,107.96,89.57,73.82,129.85,193.32,48.19,,,,,189.27,186.14,69.06,69.63,,,,,,,,
IMG_0288_specimen_2_MECKON_NEON.BET.D20.001679.png,coleoptera,train,307.34,70.04,34.89,47.61,88.56,,97.63,64.94,144.48,207.51,49.59,,,,,196.73,199.38,70.34,69.57,,,,,,,,
IMG_0288_specimen_3_MECKON_NEON.BET.D20.001680.png,coleoptera,train,329.69,70.71,35.46,54.25,125.42,131.55,98.81,73.14,140.79,221.1,49.03,,,,,195.7,198.73,75.62,69.57,,,,,,,68.56,53.81
IMG_0288_specimen_4_MECKON_NEON.BET.D20.001681.png,coleoptera,train,335.55,52.94,55.48,,58.31,104.29,67.65,78.31,122.71,201.76,52.51,,,,,194.59,196.37,71.54,56.74,,,72.13,,,,73.27,52.97
IMG_0289_specimen_1_TREOBT_NEON.BET.D20.001686.png,coleoptera,train,304.22,60.43,38.57,36.81,101.04,129.08,83.81,64.07,105.55,201.58,48.52,,,,,184.71,185.81,65.24,54.96,,,,,,,,
IMG_0289_specimen_2_MECKON_NEON.BET.D20.001688.png,coleoptera,train,328.52,66.19,55.73,46.17,132.51,122.59,88.07,73.86,136.52,198.92,52.1,,,,,199.55,195.79,77.98,58.63,,,,,,,,
IMG_0289_specimen_3_MECKON_NEON.BET.D20.001695.png,coleoptera,train,,,,,66.08,79.16,101.78,,156.02,231.75,58.37,,,,,222.94,224.06,82.73,78.03,,,,,,,,
IMG_0289_specimen_4_MECKON_NEON.BET.D20.001696.png,coleoptera,train,294.97,59.77,49.37,43.71,110.96,91.57,82.42,61.12,,184.48,49.02,,,,,174.55,174.22,64.29,51.89,,,55.3,46.53,,,63.96,44.87
IMG_0290_specimen_1_MECKON_NEON.BET.D20.001697.png,coleoptera,train,326.42,,39.14,,104.3,136.03,83.39,68.9,134.06,218.38,51.42,,,,,193.1,193.14,76.92,53.46,,,80.16,39.46,,,,
IMG_0290_specimen_3_MECKON_NEON.BET.D20.001699.png,coleoptera,train,313.45,58.76,57.1,41.64,116.49,79.67,76.32,68.25,100.24,188.11,42.38,,,,,188.26,187.34,73.1,45.04,,,,,,,,
IMG_0290_specimen_4_MECKON_NEON.BET.D20.001706.png,coleoptera,train,318.22,68.5,28.32,50.2,128.45,92.48,89.93,79.4,133.52,210.51,49.37,,,,,200.25,206.09,72.68,58.2,,,,,,,,
IMG_0291_specimen_1_MECKON_NEON.BET.D20.001707.png,coleoptera,train,326.57,70.06,47.13,51.32,126.95,142.86,100.65,69.78,147.01,209.67,69.3,,,,,203.51,205.6,77.99,65.5,,,,,,,90.94,37.98
IMG_0291_specimen_2_MECKON_NEON.BET.D20.001718.png,coleoptera,train,349.24,72.51,53.82,54.21,143.09,98.36,99.74,80.01,144.63,215.4,54.8,,,,,207.86,209.05,73.92,71.28,,,71.65,42.72,,,,
IMG_0291_specimen_3_MECKON_NEON.BET.D20.001719.png,coleoptera,train,345.93,71.13,58.35,50.42,116.75,145.42,97.15,72.29,141.79,215.29,54.81,,,,,210.45,210.93,76.21,74.56,,,,,,,,
IMG_0292_specimen_1_MECKON_NEON.BET.D20.001724.png,coleoptera,train,318.93,63.97,54.0,47.67,110.7,114.53,82.73,66.64,133.85,198.29,55.56,,,,,190.14,189.59,74.65,56.57,,,,,,,,
IMG_0292_specimen_2_MECKON_NEON.BET.D20.001725.png,coleoptera,train,304.5,66.52,35.91,45.72,131.83,124.58,86.51,69.05,131.91,199.55,44.12,,,,,189.51,193.37,68.96,59.12,,,,,,,70.41,54.07
IMG_0292_specimen_3_MECKON_NEON.BET.D20.001726.png,coleoptera,train,327.29,64.42,38.14,43.01,131.45,86.16,89.48,75.09,136.74,214.06,59.28,,,,,206.03,207.86,79.35,57.36,,,,,,,,
IMG_0292_specimen_4_MECKON_NEON.BET.D20.001727.png,coleoptera,train,331.04,62.68,67.97,42.34,127.69,,81.35,70.49,131.56,192.58,53.3,,,,,174.61,184.75,74.8,49.29,,,,,,,,
